,pert_id,cell_iname,pert_dose_num,pert_time_num
CPC011_A549_24H:BRD-K81418486:10,BRD-K81418486,A549,10.0,24.0
CPC011_MCF7_24H:BRD-A97437073-003-09-4:10,BRD-A97437073,MCF7,10.0,24.0
CPC011_MCF7_24H:BRD-A97437073-050-08-7:10,BRD-A97437073,MCF7,10.0,24.0
CPC011_MCF7_24H:BRD-K12994359-001-12-7:10,BRD-K12994359,MCF7,10.0,24.0
CPC011_MCF7_24H:BRD-K62310379-001-08-9:10,BRD-K62310379,MCF7,10.0,24.0
CPC011_MCF7_24H:BRD-K77771411-003-08-1:10,BRD-K77771411,MCF7,10.0,24.0
CPC011_MCF7_24H:BRD-K81418486:10,BRD-K81418486,MCF7,10.0,24.0
CPC011_PC3_24H:BRD-A97437073-003-09-4:10,BRD-A97437073,PC3,10.0,24.0
CPC011_PC3_24H:BRD-A97437073-050-08-7:10,BRD-A97437073,PC3,10.0,24.0
CPC011_PC3_24H:BRD-K12994359-001-12-7:10,BRD-K12994359,PC3,10.0,24.0
CPC011_PC3_24H:BRD-K62310379-001-08-9:10,BRD-K62310379,PC3,10.0,24.0
CPC011_PC3_24H:BRD-K77771411-003-08-1:10,BRD-K77771411,PC3,10.0,24.0
CPC011_PC3_24H:BRD-K81418486:10,BRD-K81418486,PC3,10.0,24.0
CPC012_A549_24H:BRD-K81418486:10,BRD-K81418486,A549,10.0,24.0
CPC012_A549_24H:BRD-K87909389-003-01-8:10,BRD-K87909389,A549,10.0,24.0
CPC012_MCF7_24H:BRD-K81418486:10,BRD-K81418486,MCF7,10.0,24.0
CPC012_MCF7_24H:BRD-K87909389-003-01-8:10,BRD-K87909389,MCF7,10.0,24.0
CPC012_PC3_24H:BRD-K81418486:10,BRD-K81418486,PC3,10.0,24.0
CPC012_PC3_24H:BRD-K87909389-003-01-8:10,BRD-K87909389,PC3,10.0,24.0
CPC013_A549_24H:BRD-K19540840-001-01-1:10,BRD-K19540840,A549,10.0,24.0
CPC013_A549_24H:BRD-K76908866-001-01-9:10,BRD-K76908866,A549,10.0,24.0
CPC013_A549_24H:BRD-K76908866-001-02-7:10,BRD-K76908866,A549,10.0,24.0
CPC013_A549_24H:BRD-K79254416-001-08-5:10,BRD-K79254416,A549,10.0,24.0
CPC013_A549_24H:BRD-K81418486:10,BRD-K81418486,A549,10.0,24.0
CPC013_A549_24H:BRD-K87909389-001-01-2:10,BRD-K87909389,A549,10.0,24.0
CPC013_A549_24H:BRD-K87909389-001-02-0:10,BRD-K87909389,A549,10.0,24.0
CPC013_A549_24H:BRD-K89162000-001-02-3:10,BRD-K89162000,A549,10.0,24.0
CPC013_MCF7_24H:BRD-K19540840-001-01-1:10,BRD-K19540840,MCF7,10.0,24.0
CPC013_MCF7_24H:BRD-K76908866-001-01-9:10,BRD-K76908866,MCF7,10.0,24.0
CPC013_MCF7_24H:BRD-K76908866-001-02-7:10,BRD-K76908866,MCF7,10.0,24.0
CPC013_MCF7_24H:BRD-K79254416-001-08-5:10,BRD-K79254416,MCF7,10.0,24.0
CPC013_MCF7_24H:BRD-K81418486:10,BRD-K81418486,MCF7,10.0,24.0
CPC013_MCF7_24H:BRD-K87909389-001-01-2:10,BRD-K87909389,MCF7,10.0,24.0
CPC013_MCF7_24H:BRD-K87909389-001-02-0:10,BRD-K87909389,MCF7,10.0,24.0
CPC013_MCF7_24H:BRD-K89162000-001-02-3:10,BRD-K89162000,MCF7,10.0,24.0
CPC013_MCF7_24H:BRD-K92428232-001-01-5:10,BRD-K92428232,MCF7,10.0,24.0
CPC013_PC3_24H:BRD-K19540840-001-01-1:10,BRD-K19540840,PC3,10.0,24.0
CPC013_PC3_24H:BRD-K76908866-001-01-9:10,BRD-K76908866,PC3,10.0,24.0
CPC013_PC3_24H:BRD-K76908866-001-02-7:10,BRD-K76908866,PC3,10.0,24.0
CPC013_PC3_24H:BRD-K79254416-001-08-5:10,BRD-K79254416,PC3,10.0,24.0
CPC013_PC3_24H:BRD-K81418486:10,BRD-K81418486,PC3,10.0,24.0
CPC013_PC3_24H:BRD-K87909389-001-01-2:10,BRD-K87909389,PC3,10.0,24.0
CPC013_PC3_24H:BRD-K87909389-001-02-0:10,BRD-K87909389,PC3,10.0,24.0
CPC013_PC3_24H:BRD-K89162000-001-02-3:10,BRD-K89162000,PC3,10.0,24.0
CPC013_PC3_24H:BRD-K92428232-001-01-5:10,BRD-K92428232,PC3,10.0,24.0
CPC014_A549_24H:BRD-K19540840-001-02-9:10,BRD-K19540840,A549,10.0,24.0
CPC014_A549_24H:BRD-K36740062-001-01-7:10,BRD-K36740062,A549,10.0,24.0
CPC014_A549_24H:BRD-K64052750-001-04-3:10,BRD-K64052750,A549,10.0,24.0
CPC014_A549_24H:BRD-K64052750-001-05-0:10,BRD-K64052750,A549,10.0,24.0
CPC014_A549_24H:BRD-K70511574-001-01-0:10,BRD-K70511574,A549,10.0,24.0
CPC014_A549_24H:BRD-K71035033-001-01-4:10,BRD-K71035033,A549,10.0,24.0
CPC014_A549_24H:BRD-K81418486:10,BRD-K81418486,A549,10.0,24.0
CPC014_A549_24H:BRD-K83963101-001-01-0:10,BRD-K83963101,A549,10.0,24.0
CPC014_A549_24H:BRD-K86930074-001-01-9:10,BRD-K86930074,A549,10.0,24.0
CPC014_A549_24H:BRD-K93918653-001-01-4:10,BRD-K93918653,A549,10.0,24.0
CPC014_A549_24H:BRD-K99545815-001-01-4:10,BRD-K99545815,A549,10.0,24.0
CPC014_A549_24H:BRD-K99964838-001-03-6:10,BRD-K99964838,A549,10.0,24.0
CPC014_MCF7_24H:BRD-K19540840-001-02-9:10,BRD-K19540840,MCF7,10.0,24.0
CPC014_MCF7_24H:BRD-K36740062-001-01-7:10,BRD-K36740062,MCF7,10.0,24.0
CPC014_MCF7_24H:BRD-K64052750-001-04-3:10,BRD-K64052750,MCF7,10.0,24.0
CPC014_MCF7_24H:BRD-K64052750-001-05-0:10,BRD-K64052750,MCF7,10.0,24.0
CPC014_MCF7_24H:BRD-K70511574-001-01-0:10,BRD-K70511574,MCF7,10.0,24.0
CPC014_MCF7_24H:BRD-K71035033-001-01-4:10,BRD-K71035033,MCF7,10.0,24.0
CPC014_MCF7_24H:BRD-K81418486:10,BRD-K81418486,MCF7,10.0,24.0
CPC014_MCF7_24H:BRD-K83963101-001-01-0:10,BRD-K83963101,MCF7,10.0,24.0
CPC014_MCF7_24H:BRD-K86930074-001-01-9:10,BRD-K86930074,MCF7,10.0,24.0
CPC014_MCF7_24H:BRD-K93918653-001-01-4:10,BRD-K93918653,MCF7,10.0,24.0
CPC014_MCF7_24H:BRD-K99545815-001-01-4:10,BRD-K99545815,MCF7,10.0,24.0
CPC014_MCF7_24H:BRD-K99964838-001-03-6:10,BRD-K99964838,MCF7,10.0,24.0
CPC014_PC3_24H:BRD-K19540840-001-02-9:10,BRD-K19540840,PC3,10.0,24.0
CPC014_PC3_24H:BRD-K36740062-001-01-7:10,BRD-K36740062,PC3,10.0,24.0
CPC014_PC3_24H:BRD-K64052750-001-04-3:10,BRD-K64052750,PC3,10.0,24.0
CPC014_PC3_24H:BRD-K64052750-001-05-0:10,BRD-K64052750,PC3,10.0,24.0
CPC014_PC3_24H:BRD-K70511574-001-01-0:10,BRD-K70511574,PC3,10.0,24.0
CPC014_PC3_24H:BRD-K71035033-001-01-4:10,BRD-K71035033,PC3,10.0,24.0
CPC014_PC3_24H:BRD-K81418486:10,BRD-K81418486,PC3,10.0,24.0
CPC014_PC3_24H:BRD-K83963101-001-01-0:10,BRD-K83963101,PC3,10.0,24.0
CPC014_PC3_24H:BRD-K86930074-001-01-9:10,BRD-K86930074,PC3,10.0,24.0
CPC014_PC3_24H:BRD-K93918653-001-01-4:10,BRD-K93918653,PC3,10.0,24.0
CPC014_PC3_24H:BRD-K99545815-001-01-4:10,BRD-K99545815,PC3,10.0,24.0
CPC014_PC3_24H:BRD-K99964838-001-03-6:10,BRD-K99964838,PC3,10.0,24.0
CPC015_A549_24H:BRD-A68009927-003-02-9:10,BRD-A68009927,A549,10.0,24.0
CPC015_A549_24H:BRD-A75172220-001-03-2:10,BRD-A75172220,A549,10.0,24.0
CPC015_A549_24H:BRD-A84174393-236-03-0:10,BRD-A84174393,A549,10.0,24.0
CPC015_A549_24H:BRD-K02637541-001-06-5:10,BRD-K02637541,A549,10.0,24.0
CPC015_A549_24H:BRD-K22134346-001-11-6:10,BRD-K22134346,A549,10.0,24.0
CPC015_A549_24H:BRD-K81418486:10,BRD-K81418486,A549,10.0,24.0
CPC015_MCF7_24H:BRD-A68009927-003-02-9:10,BRD-A68009927,MCF7,10.0,24.0
CPC015_MCF7_24H:BRD-A75172220-001-03-2:10,BRD-A75172220,MCF7,10.0,24.0
CPC015_MCF7_24H:BRD-A84174393-236-03-0:10,BRD-A84174393,MCF7,10.0,24.0
CPC015_MCF7_24H:BRD-K02637541-001-06-5:10,BRD-K02637541,MCF7,10.0,24.0
CPC015_MCF7_24H:BRD-K22134346-001-11-6:10,BRD-K22134346,MCF7,10.0,24.0
CPC015_MCF7_24H:BRD-K81418486:10,BRD-K81418486,MCF7,10.0,24.0
CPC016_A549_24H:BRD-K63504947-001-05-5:10,BRD-K63504947,A549,10.0,24.0
CPC016_A549_24H:BRD-K77771411-003-03-2:10,BRD-K77771411,A549,10.0,24.0
CPC016_A549_24H:BRD-K81418486:10,BRD-K81418486,A549,10.0,24.0
CPC016_MCF7_24H:BRD-K63504947-001-05-5:10,BRD-K63504947,MCF7,10.0,24.0
CPC016_MCF7_24H:BRD-K77771411-003-03-2:10,BRD-K77771411,MCF7,10.0,24.0
CPC016_MCF7_24H:BRD-K81418486:10,BRD-K81418486,MCF7,10.0,24.0
CPC017_A549_24H:BRD-K07691486-001-04-9:10,BRD-K07691486,A549,10.0,24.0
CPC017_A549_24H:BRD-K13646352-001-01-2:10,BRD-K13646352,A549,10.0,24.0
CPC017_A549_24H:BRD-K62310379-001-03-0:10,BRD-K62310379,A549,10.0,24.0
CPC017_A549_24H:BRD-K67277431-002-03-0:10,BRD-K67277431,A549,10.0,24.0
CPC017_A549_24H:BRD-K81418486:10,BRD-K81418486,A549,10.0,24.0
CPC017_MCF7_24H:BRD-K07691486-001-04-9:10,BRD-K07691486,MCF7,10.0,24.0
CPC017_MCF7_24H:BRD-K13646352-001-01-2:10,BRD-K13646352,MCF7,10.0,24.0
CPC017_MCF7_24H:BRD-K62310379-001-03-0:10,BRD-K62310379,MCF7,10.0,24.0
CPC017_MCF7_24H:BRD-K67277431-002-03-0:10,BRD-K67277431,MCF7,10.0,24.0
CPC017_MCF7_24H:BRD-K81418486:10,BRD-K81418486,MCF7,10.0,24.0
CPC018_A549_24H:BRD-A97437073-001-03-1:10,BRD-A97437073,A549,10.0,24.0
CPC018_A549_24H:BRD-K81418486:10,BRD-K81418486,A549,10.0,24.0
CPC018_MCF7_24H:BRD-A97437073-001-03-1:10,BRD-A97437073,MCF7,10.0,24.0
CPC018_MCF7_24H:BRD-K81418486:10,BRD-K81418486,MCF7,10.0,24.0
CPC019_A549_24H:BRD-K81418486:10,BRD-K81418486,A549,10.0,24.0
CPC019_MCF7_24H:BRD-K81418486:10,BRD-K81418486,MCF7,10.0,24.0
CPC019_PC3_24H:B04,BRD-K81418486,PC3,10.0,24.0
CPC020_MCF7_24H:BRD-K81418486:10,BRD-K81418486,MCF7,10.0,24.0
CPC020_PC3_24H:BRD-K81418486:10,BRD-K81418486,PC3,10.0,24.0
CPD001_MCF7_24H:BRD-K67277431-002-07-1:10,BRD-K67277431,MCF7,10.0,24.0
CPD001_MCF7_24H:BRD-K81418486:10,BRD-K81418486,MCF7,10.0,24.0
CPD001_PC3_24H:BRD-K67277431-002-07-1:10,BRD-K67277431,PC3,10.0,24.0
CPD001_PC3_24H:BRD-K81418486:10,BRD-K81418486,PC3,10.0,24.0
CPD002_MCF7_24H:BRD-A13084692-001-09-0:10,BRD-A13084692,MCF7,10.0,24.0
CPD002_MCF7_24H:BRD-K64052750-001-07-6:10,BRD-K64052750,MCF7,10.0,24.0
CPD002_MCF7_24H:BRD-K81418486:10,BRD-K81418486,MCF7,10.0,24.0
CPD002_PC3_24H:BRD-A13084692-001-09-0:10,BRD-A13084692,PC3,10.0,24.0
CPD002_PC3_24H:BRD-K64052750-001-07-6:10,BRD-K64052750,PC3,10.0,24.0
CPD002_PC3_24H:BRD-K81418486:10,BRD-K81418486,PC3,10.0,24.0
CPD003_MCF7_24H:B04,BRD-K81418486,MCF7,10.0,24.0
CPD003_MCF7_24H:F01,BRD-K02637541,MCF7,10.0,24.0
CPD003_MCF7_24H:F22,BRD-K81418486,MCF7,10.0,24.0
CPD003_MCF7_24H:L13,BRD-K77771411,MCF7,10.0,24.0
CPD003_MCF7_24H:P23,BRD-A97437073,MCF7,10.0,24.0
CPD003_PC3_24H:BRD-A97437073-003-07-8:10,BRD-A97437073,PC3,10.0,24.0
CPD003_PC3_24H:BRD-K02637541-001-10-7:10,BRD-K02637541,PC3,10.0,24.0
CPD003_PC3_24H:BRD-K77771411-001-08-5:10,BRD-K77771411,PC3,10.0,24.0
CPD003_PC3_24H:BRD-K81418486-001-26-9:10,BRD-K81418486,PC3,10.0,24.0
CPD003_PC3_24H:BRD-K81418486:10,BRD-K81418486,PC3,10.0,24.0
CRCGN004_PC3_24H:BRD-A13084692-001-05-8:10,BRD-A13084692,PC3,10.0,24.0
CRCGN004_PC3_24H:BRD-K81418486-001-31-9:10,BRD-K81418486,PC3,10.0,24.0
CRCGN005_A549_24H:BRD-K81418486:0.08,BRD-K81418486,A549,0.08,24.0
CRCGN005_A549_24H:BRD-K81418486:0.24,BRD-K81418486,A549,0.24,24.0
CRCGN005_A549_24H:BRD-K81418486:0.74,BRD-K81418486,A549,0.74,24.0
CRCGN005_A549_24H:BRD-K81418486:10,BRD-K81418486,A549,10.0,24.0
CRCGN005_A549_24H:BRD-K81418486:2.22,BRD-K81418486,A549,2.22,24.0
CRCGN005_A549_24H:BRD-K81418486:6.66667,BRD-K81418486,A549,6.66667,24.0
CRCGN006_A549_24H:BRD-K81418486:0.08,BRD-K81418486,A549,0.08,24.0
CRCGN006_A549_24H:BRD-K81418486:0.24,BRD-K81418486,A549,0.24,24.0
CRCGN006_A549_24H:BRD-K81418486:0.74,BRD-K81418486,A549,0.74,24.0
CRCGN006_A549_24H:BRD-K81418486:10,BRD-K81418486,A549,10.0,24.0
CRCGN006_A549_24H:BRD-K81418486:2.22,BRD-K81418486,A549,2.22,24.0
CRCGN006_A549_24H:BRD-K81418486:6.66667,BRD-K81418486,A549,6.66667,24.0
CRCGN007_A549_24H:BRD-K81418486:0.08,BRD-K81418486,A549,0.08,24.0
CRCGN007_A549_24H:BRD-K81418486:0.24,BRD-K81418486,A549,0.24,24.0
CRCGN007_A549_24H:BRD-K81418486:0.74,BRD-K81418486,A549,0.74,24.0
CRCGN007_A549_24H:BRD-K81418486:10,BRD-K81418486,A549,10.0,24.0
CRCGN007_A549_24H:BRD-K81418486:2.22,BRD-K81418486,A549,2.22,24.0
CRCGN007_A549_24H:BRD-K81418486:6.66667,BRD-K81418486,A549,6.66667,24.0
DEB001_MCF7_24H:BRD-K81418486-001-24-4:0.1,BRD-K81418486,MCF7,0.1,24.0
DEB001_MCF7_24H:BRD-K81418486-001-24-4:0.2,BRD-K81418486,MCF7,0.2,24.0
DEB001_MCF7_24H:BRD-K81418486-001-24-4:1,BRD-K81418486,MCF7,1.0,24.0
DEB001_MCF7_24H:BRD-K81418486-001-24-4:10,BRD-K81418486,MCF7,10.0,24.0
DEB001_MCF7_24H:BRD-K81418486-001-24-4:5,BRD-K81418486,MCF7,5.0,24.0
DEB001_PC3_24H:BRD-K81418486-001-24-4:0.1,BRD-K81418486,PC3,0.1,24.0
DEB001_PC3_24H:BRD-K81418486-001-24-4:0.2,BRD-K81418486,PC3,0.2,24.0
DEB001_PC3_24H:BRD-K81418486-001-24-4:1,BRD-K81418486,PC3,1.0,24.0
DEB001_PC3_24H:BRD-K81418486-001-24-4:10,BRD-K81418486,PC3,10.0,24.0
DEB001_PC3_24H:BRD-K81418486-001-24-4:5,BRD-K81418486,PC3,5.0,24.0
DOS031_MCF7_24H:BRD-K81418486:0.1,BRD-K81418486,MCF7,0.1,24.0
DOS031_MCF7_24H:BRD-K81418486:10,BRD-K81418486,MCF7,10.0,24.0
DOS031_PC3_24H:BRD-K81418486:0.1,BRD-K81418486,PC3,0.1,24.0
DOS031_PC3_24H:BRD-K81418486:10,BRD-K81418486,PC3,10.0,24.0
DOS032_A549_24H:A04,BRD-K81418486,A549,0.5,24.0
DOS032_A549_24H:B03,BRD-K81418486,A549,0.1,24.0
DOS032_A549_24H:B04,BRD-K81418486,A549,10.0,24.0
DOS032_MCF7_24H:BRD-K81418486:0.1,BRD-K81418486,MCF7,0.1,24.0
DOS032_MCF7_24H:BRD-K81418486:0.5,BRD-K81418486,MCF7,0.5,24.0
DOS032_MCF7_24H:BRD-K81418486:10,BRD-K81418486,MCF7,10.0,24.0
DOS032_PC3_24H:BRD-K81418486:0.1,BRD-K81418486,PC3,0.1,24.0
DOS032_PC3_24H:BRD-K81418486:0.5,BRD-K81418486,PC3,0.5,24.0
DOS032_PC3_24H:BRD-K81418486:10,BRD-K81418486,PC3,10.0,24.0
DOS033_A549_24H:BRD-K81418486:0.1,BRD-K81418486,A549,0.1,24.0
DOS033_A549_24H:BRD-K81418486:0.5,BRD-K81418486,A549,0.5,24.0
DOS033_A549_24H:BRD-K81418486:10,BRD-K81418486,A549,10.0,24.0
DOS033_MCF7_24H:BRD-K81418486:0.1,BRD-K81418486,MCF7,0.1,24.0
DOS033_MCF7_24H:BRD-K81418486:0.5,BRD-K81418486,MCF7,0.5,24.0
DOS033_MCF7_24H:BRD-K81418486:10,BRD-K81418486,MCF7,10.0,24.0
DOS033_PC3_24H:BRD-K81418486:0.1,BRD-K81418486,PC3,0.1,24.0
DOS033_PC3_24H:BRD-K81418486:0.5,BRD-K81418486,PC3,0.5,24.0
DOS033_PC3_24H:BRD-K81418486:10,BRD-K81418486,PC3,10.0,24.0
DOS034_A549_24H:BRD-K81418486:0.1,BRD-K81418486,A549,0.1,24.0
DOS034_A549_24H:BRD-K81418486:0.5,BRD-K81418486,A549,0.5,24.0
DOS034_A549_24H:BRD-K81418486:10,BRD-K81418486,A549,10.0,24.0
DOS034_MCF7_24H:BRD-K81418486:0.1,BRD-K81418486,MCF7,0.1,24.0
DOS034_MCF7_24H:BRD-K81418486:0.5,BRD-K81418486,MCF7,0.5,24.0
DOS034_MCF7_24H:BRD-K81418486:10,BRD-K81418486,MCF7,10.0,24.0
DOS034_PC3_24H:BRD-K81418486:0.1,BRD-K81418486,PC3,0.1,24.0
DOS034_PC3_24H:BRD-K81418486:0.5,BRD-K81418486,PC3,0.5,24.0
DOS034_PC3_24H:BRD-K81418486:10,BRD-K81418486,PC3,10.0,24.0
DOS036_A549_24H:BRD-K81418486:0.1,BRD-K81418486,A549,0.1,24.0
DOS036_A549_24H:BRD-K81418486:0.5,BRD-K81418486,A549,0.5,24.0
DOS036_A549_24H:BRD-K81418486:10,BRD-K81418486,A549,10.0,24.0
DOS037_A549_24H:BRD-K81418486:0.1,BRD-K81418486,A549,0.1,24.0
DOS037_A549_24H:BRD-K81418486:0.5,BRD-K81418486,A549,0.5,24.0
DOS037_A549_24H:BRD-K81418486:10,BRD-K81418486,A549,10.0,24.0
DOS039_A549_24H:BRD-K81418486:0.1,BRD-K81418486,A549,0.1,24.0
DOS039_A549_24H:BRD-K81418486:0.5,BRD-K81418486,A549,0.5,24.0
DOS039_A549_24H:BRD-K81418486:10,BRD-K81418486,A549,10.0,24.0
DOS041_A549_24H:BRD-K81418486:0.1,BRD-K81418486,A549,0.1,24.0
DOS041_A549_24H:BRD-K81418486:0.5,BRD-K81418486,A549,0.5,24.0
DOS041_A549_24H:BRD-K81418486:10,BRD-K81418486,A549,10.0,24.0
DOS042_A549_24H:BRD-K81418486:0.1,BRD-K81418486,A549,0.1,24.0
DOS042_A549_24H:BRD-K81418486:0.5,BRD-K81418486,A549,0.5,24.0
DOS042_A549_24H:BRD-K81418486:10,BRD-K81418486,A549,10.0,24.0
DOS043_A549_24H:BRD-K81418486:0.1,BRD-K81418486,A549,0.1,24.0
DOS043_A549_24H:BRD-K81418486:0.5,BRD-K81418486,A549,0.5,24.0
DOS043_A549_24H:BRD-K81418486:10,BRD-K81418486,A549,10.0,24.0
DOS045_A549_24H:A04,BRD-K81418486,A549,0.5,24.0
DOS045_A549_24H:B03,BRD-K81418486,A549,0.1,24.0
DOS045_A549_24H:B04,BRD-K81418486,A549,10.0,24.0
DOS046_A549_24H:BRD-K81418486:0.1,BRD-K81418486,A549,0.1,24.0
DOS046_A549_24H:BRD-K81418486:0.5,BRD-K81418486,A549,0.5,24.0
DOS046_A549_24H:BRD-K81418486:10,BRD-K81418486,A549,10.0,24.0
DOS046_MCF7_24H:BRD-K81418486:0.1,BRD-K81418486,MCF7,0.1,24.0
DOS046_MCF7_24H:BRD-K81418486:0.5,BRD-K81418486,MCF7,0.5,24.0
DOS046_MCF7_24H:BRD-K81418486:10,BRD-K81418486,MCF7,10.0,24.0
DOS046_PC3_24H:BRD-K81418486:0.1,BRD-K81418486,PC3,0.1,24.0
DOS046_PC3_24H:BRD-K81418486:0.5,BRD-K81418486,PC3,0.5,24.0
DOS046_PC3_24H:BRD-K81418486:10,BRD-K81418486,PC3,10.0,24.0
DOS047_A549_24H:BRD-K81418486:0.1,BRD-K81418486,A549,0.1,24.0
DOS047_A549_24H:BRD-K81418486:0.5,BRD-K81418486,A549,0.5,24.0
DOS047_A549_24H:BRD-K81418486:10,BRD-K81418486,A549,10.0,24.0
DOS047_MCF7_24H:BRD-K81418486:0.1,BRD-K81418486,MCF7,0.1,24.0
DOS047_MCF7_24H:BRD-K81418486:0.5,BRD-K81418486,MCF7,0.5,24.0
DOS047_MCF7_24H:BRD-K81418486:10,BRD-K81418486,MCF7,10.0,24.0
DOS047_PC3_24H:BRD-K81418486:0.1,BRD-K81418486,PC3,0.1,24.0
DOS047_PC3_24H:BRD-K81418486:0.5,BRD-K81418486,PC3,0.5,24.0
DOS047_PC3_24H:BRD-K81418486:10,BRD-K81418486,PC3,10.0,24.0
DOS048_A549_24H:BRD-K81418486:0.1,BRD-K81418486,A549,0.1,24.0
DOS048_A549_24H:BRD-K81418486:0.5,BRD-K81418486,A549,0.5,24.0
DOS048_A549_24H:BRD-K81418486:10,BRD-K81418486,A549,10.0,24.0
DOS049_MCF7_24H:BRD-K81418486:0.1,BRD-K81418486,MCF7,0.1,24.0
DOS049_MCF7_24H:BRD-K81418486:0.5,BRD-K81418486,MCF7,0.5,24.0
DOS049_MCF7_24H:BRD-K81418486:10,BRD-K81418486,MCF7,10.0,24.0
DOS050_MCF7_24H:BRD-K81418486:0.1,BRD-K81418486,MCF7,0.1,24.0
DOS050_MCF7_24H:BRD-K81418486:0.5,BRD-K81418486,MCF7,0.5,24.0
DOS050_MCF7_24H:BRD-K81418486:10,BRD-K81418486,MCF7,10.0,24.0
DOS050_PC3_24H:BRD-K81418486:0.1,BRD-K81418486,PC3,0.1,24.0
DOS050_PC3_24H:BRD-K81418486:0.5,BRD-K81418486,PC3,0.5,24.0
DOS050_PC3_24H:BRD-K81418486:10,BRD-K81418486,PC3,10.0,24.0
DOS051_A549_24H:BRD-K81418486:0.1,BRD-K81418486,A549,0.1,24.0
DOS051_A549_24H:BRD-K81418486:0.5,BRD-K81418486,A549,0.5,24.0
DOS051_A549_24H:BRD-K81418486:10,BRD-K81418486,A549,10.0,24.0
DOS051_MCF7_24H:BRD-K81418486:0.1,BRD-K81418486,MCF7,0.1,24.0
DOS051_MCF7_24H:BRD-K81418486:0.5,BRD-K81418486,MCF7,0.5,24.0
DOS051_MCF7_24H:BRD-K81418486:10,BRD-K81418486,MCF7,10.0,24.0
DOS051_PC3_24H:BRD-K81418486:0.1,BRD-K81418486,PC3,0.1,24.0
DOS051_PC3_24H:BRD-K81418486:0.5,BRD-K81418486,PC3,0.5,24.0
DOS051_PC3_24H:BRD-K81418486:10,BRD-K81418486,PC3,10.0,24.0
DOS052_A549_24H:BRD-K81418486:0.1,BRD-K81418486,A549,0.1,24.0
DOS052_A549_24H:BRD-K81418486:0.5,BRD-K81418486,A549,0.5,24.0
DOS052_A549_24H:BRD-K81418486:10,BRD-K81418486,A549,10.0,24.0
DOS052_MCF7_24H:BRD-K81418486:0.1,BRD-K81418486,MCF7,0.1,24.0
DOS052_MCF7_24H:BRD-K81418486:0.5,BRD-K81418486,MCF7,0.5,24.0
DOS052_MCF7_24H:BRD-K81418486:10,BRD-K81418486,MCF7,10.0,24.0
DOS053_A549_24H:BRD-K81418486:0.1,BRD-K81418486,A549,0.1,24.0
DOS053_A549_24H:BRD-K81418486:0.5,BRD-K81418486,A549,0.5,24.0
DOS053_A549_24H:BRD-K81418486:10,BRD-K81418486,A549,10.0,24.0
DOS053_MCF7_24H:BRD-K81418486:0.1,BRD-K81418486,MCF7,0.1,24.0
DOS053_MCF7_24H:BRD-K81418486:0.5,BRD-K81418486,MCF7,0.5,24.0
DOS053_MCF7_24H:BRD-K81418486:10,BRD-K81418486,MCF7,10.0,24.0
DOS053_PC3_24H:BRD-K81418486:0.1,BRD-K81418486,PC3,0.1,24.0
DOS053_PC3_24H:BRD-K81418486:0.5,BRD-K81418486,PC3,0.5,24.0
DOS053_PC3_24H:BRD-K81418486:10,BRD-K81418486,PC3,10.0,24.0
DOS054_A549_24H:BRD-K81418486:0.1,BRD-K81418486,A549,0.1,24.0
DOS054_A549_24H:BRD-K81418486:0.5,BRD-K81418486,A549,0.5,24.0
DOS054_A549_24H:BRD-K81418486:10,BRD-K81418486,A549,10.0,24.0
DOS054_MCF7_24H:BRD-K81418486:0.1,BRD-K81418486,MCF7,0.1,24.0
DOS054_MCF7_24H:BRD-K81418486:0.5,BRD-K81418486,MCF7,0.5,24.0
DOS054_MCF7_24H:BRD-K81418486:10,BRD-K81418486,MCF7,10.0,24.0
DOS054_PC3_24H:BRD-K81418486:0.1,BRD-K81418486,PC3,0.1,24.0
DOS054_PC3_24H:BRD-K81418486:0.5,BRD-K81418486,PC3,0.5,24.0
DOS054_PC3_24H:BRD-K81418486:10,BRD-K81418486,PC3,10.0,24.0
DOS055_A549_24H:BRD-K81418486:0.1,BRD-K81418486,A549,0.1,24.0
DOS055_A549_24H:BRD-K81418486:0.5,BRD-K81418486,A549,0.5,24.0
DOS055_A549_24H:BRD-K81418486:10,BRD-K81418486,A549,10.0,24.0
DOS055_MCF7_24H:BRD-K81418486:0.1,BRD-K81418486,MCF7,0.1,24.0
DOS055_MCF7_24H:BRD-K81418486:0.5,BRD-K81418486,MCF7,0.5,24.0
DOS055_MCF7_24H:BRD-K81418486:10,BRD-K81418486,MCF7,10.0,24.0
DOS055_PC3_24H:BRD-K81418486:0.1,BRD-K81418486,PC3,0.1,24.0
DOS055_PC3_24H:BRD-K81418486:0.5,BRD-K81418486,PC3,0.5,24.0
DOS055_PC3_24H:BRD-K81418486:10,BRD-K81418486,PC3,10.0,24.0
DOS056_A549_24H:BRD-K81418486:0.1,BRD-K81418486,A549,0.1,24.0
DOS056_A549_24H:BRD-K81418486:0.5,BRD-K81418486,A549,0.5,24.0
DOS056_A549_24H:BRD-K81418486:10,BRD-K81418486,A549,10.0,24.0
DOS056_MCF7_24H:BRD-K81418486:0.1,BRD-K81418486,MCF7,0.1,24.0
DOS056_MCF7_24H:BRD-K81418486:0.5,BRD-K81418486,MCF7,0.5,24.0
DOS056_MCF7_24H:BRD-K81418486:10,BRD-K81418486,MCF7,10.0,24.0
